path,title,author,page_number,novel_pages,context
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,473,2.0,"""숙향을 보려 하거든 이 배에 오르라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,474,2.0,"하니 이랑이 배에 올라, 가다가 한 곳에 다다르니 동자 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,475,2.0,"""이 물 지키는 신령이 나에게 말하기를, '저 즈음에 숙향이 물에 빠져 죽게 되니 내 구하여 동쪽으로 가게 하였노라.' 하였으니 그 쪽으로 가서 찾으라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,476,2.0,"하였다. 이랑이 사례하고 동쪽으로 가다가 한 중을 만나 길을 물으니 중이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,477,2.0,"""이 앞 길에 놋감투 쓴 노옹이 있을 것이니 네가 지성으로 물으라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,478,2.0,하여 이랑이 갈대 속으로 들어 갔더니 과연 한 노옹이 앉아 졸고 있거늘 이랑이 나아가 재배하였다. 노옹이 이를 본척만척하고 눕거늘 이랑이 민망하여 소리를 높여 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,479,2.0,"""길을 묻나이다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,480,2.0,"노옹이 그제야 눈을 들어 이랑을 보며 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,481,2.0,"""내가 귀가 먹었으니 소리를 크게 하라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,482,2.0,"하였다. 이랑이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,483,2.0,"""소자는 낙양 이위공의 아들 선으로 숙향의 거처를 알고자 합니다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,484,2.0,하니 노옹이 얼굴을 찡그리며 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,485,2.0,"""너는 어이 깊은 갈대 밭에 들어와 늙은이 잠을 깨우느냐?"""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,486,2.0,"이랑이 다시 절하여 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,487,2.0,"""표진강 신령이 이리로 가라 하기로 왔으니 노장은 숙향이 있는 곳을 가르쳐 주십시오."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,488,2.0,"하니 노옹이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,489,2.0,"""저 적에 어떤 여자 표진강에 빠져 죽었다는 말을 들었더니 표진용왕이 그대의 제물을 먹고 가리킬 데가 없어 내게로 떠넘기도다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,490,2.0,"하였다. 생이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,491,2.0,"""숙향이 표진용왕의 구함을 얻어 이 길로 왔다 하더이다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,492,2.0,"하니 노옹이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,493,2.0,"""그러하면 여기 와서 불타 죽은 여자로다. 보려거든 저 재무덤이나 보고 가라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,494,2.0,"하였다. 이랑이 그 재를 헤쳐 보니 의복 탄 것뿐이거늘 다시와 그대로 고하니 노옹이 졸다가 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,495,2.0,"""네 두 손으로 내 발바닥을 문지르라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,496,2.0,"하여 생이 종일토록 노옹의 발바닥을 부비더니 노옹이 깨어나 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,497,2.0,"""그대를 위하여 사방으로 찾아 다녔으나 보지 못하고 후토 부인께 물으니 마고할미 데려다가 낙양 동촌에 가 산다하기로 거기 가보니 과연 숙향이 누상에서 수를 놓고 있거늘 보고 온 일을 표하기 위해 불덩이를 내리쳐 수 놓은 봉의 날개 끝을 태우고 왔노라. 너는 그 할미를 찾아 보고 숙향의 종적을 묻되 그 수의 불탄 데를 이르라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,498,2.0,"하였다. 이랑이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,499,2.0,"""제가 처음 가 찾으니 여차여차 이르기로 표진강가에까지 갔다가 이리 왔는데 낙양 동촌에 데리고 있으면서 이렇게 속일 수가 있습니까?"""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,500,2.0,"하니 노옹이 웃으며 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,501,2.0,"""마고선녀는 범인(凡人)이 아니라 그대 정성을 시험함이니 다시 가 애걸하면 숙향을 보려니와 만일 그대 부모가 숙향을 만날 것을 알면 숙향이 큰 화를 당하리라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,502,2.0,하고 이미 간 데가 없었다. 그리하여 이랑은 집으로 돌아왔다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,503,2.0,"선시(先時)에 할미 이랑을 속여 보내고 안으로 들어와 낭자 더러 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,504,2.0,"""아까 그 소년을 보셨습니까? 이는 천상 태을이요, 인간 이선입니다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,505,2.0,하니 낭자가 물었다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,506,2.0,"""태을인줄 어찌 아셨습니까?"""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,507,2.0,"할미가 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,508,2.0,"""그 소년의 말을 들으니 '대성사 부처를 따라 요지에 가 반도를 받고 조적의 수 족자를 샀노라.' 하니 태을임이 분명합니다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,509,2.0,하니 낭자가 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,510,2.0,"""세상 일이란 예측하기 어려운 것이니 옥지환의 진주를 가진 사람을 살펴주십시오."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,511,2.0,"할미가 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,512,2.0,"""그 말이 옳습니다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,513,2.0,하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,514,2.0,"하루는 낭자가 누상에서 수를 놓더니 문득 난데없는 불똥이 떨어져 수놓은 봉의 날개 끝이 탔는지라 낭자가 놀라 할미에게 보이니 할미가 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,515,2.0,"""이는 화덕진군의 조화니 자연 알 일이 있을 것입니다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,516,2.0,하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,517,2.0,"이 때 이랑이 목욕재계하고 황금 일정을 가지고 할미집을 찾아가니 할미가 맞이하여 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,518,2.0,"""저번에 취한 술이 엊그제야 깨어 해장(解腸)하려고 하던 차에 오늘 공자를 만나니 다행한 일입니다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,519,2.0,하니 이랑이 말했다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,520,2.0,"""할미 집의 술을 많이 먹고 술 값을 갚지 못하기로 금전 일정을 가져와 정을 표하노라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,521,2.0,"할미가 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,522,2.0,"""주시는 것은 받거니와 제 집이 비록 가난하나 술독 위에 주성(酒星)이 비치고 밑에는 주천(酒泉)이 있습니다. 가득찬 술동이의 임자는 따로 있는 법이라, 어찌 값을 의논하겠습니까? 다른 말씀은 마시고 무슨 일로 수천 리를 왕래하셨습니까?"""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,523,2.0,하니 이랑이 탄식하며 말했다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,524,2.0,"""할미의 말을 곧이 듣고 숙향을 찾으러 갔노라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,525,2.0,"할미가 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,526,2.0,"""낭군은 참으로 신의 있는 선비입니다. 그런 병인(病人)을 위하여 그렇게 수고하니 숙향이 알면 자못 감사할 것입니다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,527,2.0,하니 이랑이 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,528,2.0,"""헛수고를 누가 알겠는가?"""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,529,2.0,할미가 거짓으로 놀라는 척하며 말했다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,530,2.0,"""숙향이 이미 죽었습니까?"""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,531,2.0,"이랑이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,532,2.0,"""노전에 가 노옹의 말을 들으니 낙양 동촌 술파는 할미집에 있다고 하니 할미집이 아니면 어디에 있겠는가? 사람을 속임이 너무 짓궂도다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,533,2.0,"하니 할미 정색하며 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,534,2.0,"""낭군의 말씀이 매우 허단합니다. 화덕진군은 남천문 밖에 있고 마고선녀는 천태산에 있어 인간에 내려올 일이 없거늘 숙향을 데려갔다는 말이 더욱 황당합니다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,535,2.0,"하였다. 이랑이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,536,2.0,"""화덕진군이 말하기를, '숙향이 수 놓는데 불똥을 나리쳐 봉의 날개를 태웠으니 후일 징간(徵看)하라.' 하였으니 그 노옹이 어찌 나를 속이겠는가?"""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,537,2.0,"라고, 물으니 할미가 말했다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,538,2.0,"""진실로 그러하다면 낭군의 정성이 지극합니다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,539,2.0,"이랑이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,540,2.0,"""방장(方丈), 봉래(蓬萊)를 다 돌아서도 못 찾으면 이선이 또한 죽으리로다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,541,2.0,"하고 술도 아니 먹고 일어나거늘 할미 웃으며 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,542,2.0,"""숙녀(淑女)를 취하여 동락(同樂)할 것이지 구태여 그런 병든 걸인을 괴로이 찾습니까"""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,543,2.0,"하니 이랑이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,544,2.0,"""어진 배필이 없음이 아니라 이미 전생 일을 알고서야 어찌 숙향을 생각지 않겠느냐? 내 찾지 못하면 맹세코 세상에 머물지 아니하리라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,545,2.0,"하였다. 할미가 또한 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,546,2.0,"""제가 아무쪼록 찾아 기별할 것이니 과히 염려하지 마십시오."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,547,2.0,"하니 이랑이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,548,2.0,"""나의 목숨이 할미에게 달렸으니 가련하게 여김을 바라노라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,549,2.0,하고 할미를 이별하고 집에 돌아와 밤낮으로 고대하더니 삼일 후에 할미가 나귀를 타고 오거늘 기쁘게 맞이하여 서당(書堂)에 앉히고 물었다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,550,2.0,"""할미는 어찌 오늘에야 찾아 왔는가?"""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,551,2.0,할미가 말했다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,552,2.0,"""낭군을 위하여 숙낭자를 찾으러 다니니 숙향이란 이름이 세 곳에 있으되 하나는 태후 여감의 딸이요, 하나는 시랑 황전의 딸이요, 하나는 부모 없이 빌어 먹는 아이였습니다. 세 곳에 기별한 즉 둘은 응답하나 걸인은 허락하지 아니하고 말하기를, '내 배필은 진주 가져간 사람이니 진주를 보아야 허락하리라' 하더이다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,553,2.0,"이랑이 대희하여 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,554,2.0,"""필시 요지에 갔을 적에 반도를 주던 선녀로다.' 수고스럽지만 이 진주를 갔다가 보아라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,555,2.0,"하고 술과 안주를 내어 관대하니 할미 응낙하고 돌아가 낭자더러 이생의 말을 이르고 진주를 내어 주거늘 낭자가 보고 '맞습니다.' 하니 할미는 웃고, 즉시 이랑에게 가 말했다."
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,556,2.0,"""그 진주가 걸인의 것이 분명하기로 데려다가 집에 두었으나 얼굴이 추비(醜鄙)하고 몹쓸 병이 여러 가지니 낭군은 알아서 하십시오."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,557,2.0,"이랑이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,558,2.0,"""할미는 부질없는 말을 말라. 그 병이 나로 말미암아 난 병이니 어찌 박대하겠는가?"""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,559,2.0,하니 할미가 말했다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,560,2.0,"""그러나 낭군이 마땅히 육례로 맞이하지 아니하면 허락치 아니할 것입니다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,561,2.0,"이랑이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,562,2.0,"""다시 이르지 말라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,563,2.0,"하니 할미 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,564,2.0,"""그러하면 부모님께서 알고 계십니까?"""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,565,2.0,"라고 물었다. 이랑이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,566,2.0,"""부모님이 엄하시니 고하지 못하고, 고모께 주혼(主婚)하실 것이니 그리 알라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,567,2.0,하니 할미가 말하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,568,2.0,"""송채는 금월 십사일이요, 혼례 날은 십오일이 길하나이다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,569,2.0,"이랑이 황금 백냥을 주며,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,570,2.0,"""혼수에 보태라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,571,2.0,"하거늘 할미가 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,572,2.0,"""혼인은 각자의 생활에 맞추어 치르는 것인데 어찌 낭군의 돈을 받겠습니까?"""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,573,2.0,하고 받지 아니하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,574,2.0,"원래 이랑의 고모는 복야(僕射) 여흥의 부인이었다. 일찍 홀로 되어 자녀가 없음에 선을 양육하여 친자식같이 길렀다. 하루는 부인이 생에게 이르되,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,575,2.0,"""내 지난 밤 몽중에 옥조를 타고 광한전에 들어가니 한 선녀가 말하기를, '내 사랑하는 소아를 그대에게 주노니 며느리를 삼으라.' 하고 어떤 여자를 데려와 내게 보이니 내가 너를 생각하였다. 아마 네가 얼마 후 숙녀를 취할 듯하구나."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,576,2.0,"이랑이 기뻐하여 드디어 자기 몽사와 할미를 만난 전후사를 고하니 부인이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,577,2.0,"""이 일이 매우 이상하고 네 부친 성격이 지엄하나 내 스스로 감당하리라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,578,2.0,"하였다. 생이 대회하여 혼례 날을 고하니 부인이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,579,2.0,"""네 부친이 예법을 숭상하여 스스로 어기는 법이 없고 네가 네 마음대로 아내를 취한 것을 알면 반드시 죄책이 중할 것이다. 너는 집에 가 있다가 그날을 당하거든 내 집에 와 차려가되 혼구(婚具)는 내가 준비하겠다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,580,2.0,"하니 생이 기뻐하여 본댁에 돌아 왔다가 당일 고모의 집에 가서 혼례복을 갖추어 입고 할미 집으로 가니 할미 또한 위의를 성비하여 이랑을 맞을새 포진과 기용범절이 인간세계에서는 못보던 것이었다. 혼례식을 치루며 동방화촉에 두 사람이 합근할 때에 생이 바삐 눈을 들어 보니 낭자의 요조선연한 태도 요지에서 보던 선녀와 하나고 다름이 없음에 견권지정이 더욱 비할 데 없었다. 삼일 후에 돌아와 고모를 뵈오니 부인이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,581,2.0,"""신부를 보고 싶으나 네 부친이 내려오거든 친히 사연을 얘기한 후에 데려다가 보고자 하노라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,582,2.0,"하였다. 이에 생이 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,583,2.0,"""신부를 보고 싶으면 이 족자를 보십시오."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,584,2.0,"하고 드리니 부인이 보고 대희하여 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,585,2.0,"""진실로 몽중에 보던 소아로다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,586,2.0,하였다.
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,587,2.0,"이 때에 상서가 국사(國事)에 매이어 집에 돌아오지 못하였더니 상서의 부인이 생의 행동거지(行動擧止)가 수상함을 보고 하인들을 힐문하였다. 이에 하인들이 부득이하여 사실대로 아뢰니 부인이 크게 놀라 즉시 상서께 기별하였다. 상서가 또한 통분하나, '누님께서 주혼하고 선이 몹시 사랑한다 하니 달리 금치 못하리라.' 하고 낙양태수에게 기별하되,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,588,2.0,"""동촌 술파는 할미집에 숙향이라는 계집이 가장 요악하다 하니 잡아다가 죽이라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,589,2.0,"하였다. 이생은 고모집에 있어 아무 것도 모르고 있었다. 이 때 낙양태수 김전이 위공의 말을 듣고 즉시 관원들을 풀어 숙향을 잡아오니 숙향이 아무것도 모르고 잡히어 관전(官前)에 이르니 태수가 물어 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,590,2.0,"""너는 어떤 창녀이기에 위공댁 공자를 고혹하였느냐? 이제 쳐죽이라는 기별이 왔으니 나를 원망하지 말라."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,591,2.0,"하고 아랫사람들에게 호령하여 형틀에 매고 치려하니 낭자가 원망하여 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,592,2.0,"""소녀는 다섯 살 때 피란 가던 중에 부모를 잃고 동서로 구걸하며 다니다가 할미집에 의지하였는데 이랑이 빙례로 구혼하옴에 상하체면에 거스리지 못하여 성혼하였습니다. 이는 진실로 첩의 죄가 아닙니다."""
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,593,2.0,"하였다. 태수 말하기를,"
http://www.davincimap.co.kr/davBase/Source/davSource.jsp?Job=Body&SourID=SOUR001728,숙향전(淑香傳),미상,594,2.0,"""나는 상서의 기별대로 할 뿐이다."""
